cue_index,memory_seed,target,rho,mask_index,method,alpha,category,converged,convergence_step,stable,stability_radius,final_top_memory,final_max_weight,final_ipr,final_support_size,level,target_ipr
98.0,2.0,98.0,0.1,0.0,softmax,5.0,stable_mixture,True,13,True,0.1692243215363376,2,0.0112443409046401,99.76555757736205,100,middle,8.707332297366008
0.0,2.0,0.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566858588554426,33.061846277669986,51,middle,8.707332297366008
3.0,2.0,3.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566838785375155,33.06122128733683,51,middle,8.707332297366008
6.0,2.0,6.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566853666670379,33.061412211649895,51,middle,8.707332297366008
8.0,2.0,8.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566721202538974,33.06187158023556,51,middle,8.707332297366008
10.0,2.0,10.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.056685750953379,33.061637965876194,51,middle,8.707332297366008
19.0,2.0,19.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566854723081613,33.0615751735788,51,middle,8.707332297366008
22.0,2.0,22.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566852614286978,33.06137875476761,51,middle,8.707332297366008
25.0,2.0,25.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566855341018057,33.06150189293131,51,middle,8.707332297366008
27.0,2.0,27.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566833793673032,33.06133319135321,51,middle,8.707332297366008
28.0,2.0,28.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566499306474352,33.06476031296419,51,middle,8.707332297366008
29.0,2.0,29.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566723292203106,33.061836999333934,51,middle,8.707332297366008
31.0,2.0,31.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.056686248468047,33.06257936455182,51,middle,8.707332297366008
37.0,2.0,37.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566853667213865,33.06141657451531,51,middle,8.707332297366008
46.0,2.0,46.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.056677041263419,33.06618905782801,51,middle,8.707332297366008
49.0,2.0,49.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566871435578999,33.06435891087917,51,middle,8.707332297366008
50.0,2.0,50.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.898112836589108,54,0.0562009694284635,33.16705207005349,52,middle,8.707332297366008
58.0,2.0,58.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566853398902448,33.0614003691205,51,middle,8.707332297366008
62.0,2.0,62.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566852824707321,33.061541312174064,51,middle,8.707332297366008
67.0,2.0,67.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566776295167671,33.061284074978325,51,middle,8.707332297366008
68.0,2.0,68.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.056679514849933,33.06118501918493,51,middle,8.707332297366008
69.0,2.0,69.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.9128598668097688,54,0.0560547927266387,33.21580554462919,53,middle,8.707332297366008
72.0,2.0,72.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566853794956087,33.061419639973224,51,middle,8.707332297366008
75.0,2.0,75.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566850145557185,33.06162744441863,51,middle,8.707332297366008
76.0,2.0,76.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566855260332403,33.06150317501984,51,middle,8.707332297366008
78.0,2.0,78.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566856435376629,33.061671441090354,51,middle,8.707332297366008
81.0,2.0,81.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566856774758243,33.06167701808309,51,middle,8.707332297366008
84.0,2.0,84.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566756763377948,33.061415342188035,51,middle,8.707332297366008
89.0,2.0,89.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566854428123671,33.061482136238446,51,middle,8.707332297366008
92.0,2.0,92.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.05668549511693,33.061486821210735,51,middle,8.707332297366008
94.0,2.0,94.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566688387543869,33.062154220516916,51,middle,8.707332297366008
97.0,2.0,97.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566856135264296,33.061655238943516,51,middle,8.707332297366008
98.0,2.0,98.0,0.1,0.0,sparsemax,0.4,unconverged_or_unstable,False,-1,True,0.894027916318857,54,0.0566855066738809,33.061495696066444,51,middle,8.707332297366008
0.0,2.0,0.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
3.0,2.0,3.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
6.0,2.0,6.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
8.0,2.0,8.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
10.0,2.0,10.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
19.0,2.0,19.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
22.0,2.0,22.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
25.0,2.0,25.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
27.0,2.0,27.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
28.0,2.0,28.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
29.0,2.0,29.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
31.0,2.0,31.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
37.0,2.0,37.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
46.0,2.0,46.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
49.0,2.0,49.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
50.0,2.0,50.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
58.0,2.0,58.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
62.0,2.0,62.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
67.0,2.0,67.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
68.0,2.0,68.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
69.0,2.0,69.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
72.0,2.0,72.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
75.0,2.0,75.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
76.0,2.0,76.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
78.0,2.0,78.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
81.0,2.0,81.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
84.0,2.0,84.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
89.0,2.0,89.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
92.0,2.0,92.0,0.1,0.0,softmax,2.5,stable_mixture,True,11,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
94.0,2.0,94.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
97.0,2.0,97.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
98.0,2.0,98.0,0.1,0.0,softmax,2.5,stable_mixture,True,10,True,0.0850402426182296,2,0.0105845424924803,99.946497880727,100,high,73.16456697633235
0.0,2.0,0.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
3.0,2.0,3.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
6.0,2.0,6.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
8.0,2.0,8.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
10.0,2.0,10.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
19.0,2.0,19.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
22.0,2.0,22.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
25.0,2.0,25.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
27.0,2.0,27.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
28.0,2.0,28.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
29.0,2.0,29.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
31.0,2.0,31.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
37.0,2.0,37.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
46.0,2.0,46.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
49.0,2.0,49.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
50.0,2.0,50.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
58.0,2.0,58.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
62.0,2.0,62.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
67.0,2.0,67.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
68.0,2.0,68.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
69.0,2.0,69.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
72.0,2.0,72.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
75.0,2.0,75.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
76.0,2.0,76.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
78.0,2.0,78.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
81.0,2.0,81.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
84.0,2.0,84.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
89.0,2.0,89.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
92.0,2.0,92.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
94.0,2.0,94.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
97.0,2.0,97.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,12,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
98.0,2.0,98.0,0.1,0.0,sparsemax,0.05,stable_mixture,True,13,True,0.1710209991847527,2,0.0111803419292414,99.76449009617276,100,high,73.16456697633235
100.0,2.0,0.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.1823969961788666e-15,0,1.0,1.0,1,low,1.000003652309054
103.0,2.0,3.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.165350567887656e-15,3,1.0,1.0,1,low,1.000003652309054
106.0,2.0,6.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.640724678272623e-14,6,0.9999999999999998,1.0000000000000004,1,low,1.000003652309054
108.0,2.0,8.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.4967170034761985e-15,8,1.0,1.0,1,low,1.000003652309054
110.0,2.0,10.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.019645147692175e-15,10,1.0,1.0,1,low,1.000003652309054
119.0,2.0,19.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.6386017625610462e-14,19,0.9999999999999998,1.0000000000000004,1,low,1.000003652309054
122.0,2.0,22.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.203809929247053e-15,22,1.0,1.0,1,low,1.000003652309054
125.0,2.0,25.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.6456904761703276e-14,25,0.9999999999999998,1.0000000000000004,1,low,1.000003652309054
127.0,2.0,27.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,6.607948162141535e-15,27,1.0,1.0,1,low,1.000003652309054
128.0,2.0,28.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.7268935847479478e-15,28,1.0,1.0,1,low,1.000003652309054
129.0,2.0,29.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.5823099071995232e-15,29,1.0,1.0,1,low,1.000003652309054
131.0,2.0,31.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.9043964861014784e-15,31,1.0,1.0,1,low,1.000003652309054
137.0,2.0,37.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.7690152991021953e-16,37,1.0,1.0,1,low,1.000003652309054
146.0,2.0,46.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.1618875900325076e-15,46,1.0,1.0,1,low,1.000003652309054
149.0,2.0,49.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,5.741892884066444e-16,49,1.0,1.0,1,low,1.000003652309054
150.0,2.0,50.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.186006245730205e-15,50,1.0,1.0,1,low,1.000003652309054
158.0,2.0,58.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.1594714519043506e-15,58,1.0,1.0,1,low,1.000003652309054
162.0,2.0,62.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.1531161039827173e-15,62,1.0,1.0,1,low,1.000003652309054
167.0,2.0,67.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,9.227074202039166e-15,67,0.9999999999999998,1.0000000000000004,1,low,1.000003652309054
168.0,2.0,68.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.156014099050065e-15,68,1.0,1.0,1,low,1.000003652309054
169.0,2.0,69.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.0940887525995317e-15,69,1.0,1.0,1,low,1.000003652309054
172.0,2.0,72.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.270381313507012e-15,72,1.0,1.0,1,low,1.000003652309054
175.0,2.0,75.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.5277714605064815e-16,75,1.0,1.0,1,low,1.000003652309054
176.0,2.0,76.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.2086966100665393e-15,76,1.0,1.0,1,low,1.000003652309054
178.0,2.0,78.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.20476681405209e-15,78,1.0,1.0,1,low,1.000003652309054
181.0,2.0,81.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,1.959233802521726e-15,81,1.0,1.0,1,low,1.000003652309054
184.0,2.0,84.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.3287673604080744e-14,84,0.9999999999999996,1.0000000000000009,1,low,1.000003652309054
189.0,2.0,89.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,2.765197686559491e-16,89,1.0,1.0,1,low,1.000003652309054
192.0,2.0,92.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.37545413625285e-14,92,0.9999999999999996,1.0000000000000009,1,low,1.000003652309054
194.0,2.0,94.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.3666459736583664e-14,94,0.9999999999999996,1.0000000000000009,1,low,1.000003652309054
197.0,2.0,97.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,7.086015106531688e-16,97,1.0,1.0,1,low,1.000003652309054
198.0,2.0,98.0,0.25,0.0,softmax,48.0,correct_memory_like,True,5,True,3.409632204607415e-16,98,1.0,1.0,1,low,1.000003652309054
100.0,2.0,0.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,0,1.0,1.0,1,low,1.000003652309054
103.0,2.0,3.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,3,1.0,1.0,1,low,1.000003652309054
106.0,2.0,6.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,6,1.0,1.0,1,low,1.000003652309054
108.0,2.0,8.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,8,1.0,1.0,1,low,1.000003652309054
110.0,2.0,10.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,10,1.0,1.0,1,low,1.000003652309054
119.0,2.0,19.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,19,1.0,1.0,1,low,1.000003652309054
122.0,2.0,22.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,22,1.0,1.0,1,low,1.000003652309054
125.0,2.0,25.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,25,1.0,1.0,1,low,1.000003652309054
127.0,2.0,27.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,27,1.0,1.0,1,low,1.000003652309054
128.0,2.0,28.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,28,1.0,1.0,1,low,1.000003652309054
129.0,2.0,29.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,29,1.0,1.0,1,low,1.000003652309054
131.0,2.0,31.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,31,1.0,1.0,1,low,1.000003652309054
137.0,2.0,37.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,37,1.0,1.0,1,low,1.000003652309054
146.0,2.0,46.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,46,1.0,1.0,1,low,1.000003652309054
149.0,2.0,49.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,49,1.0,1.0,1,low,1.000003652309054
150.0,2.0,50.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,50,1.0,1.0,1,low,1.000003652309054
158.0,2.0,58.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,58,1.0,1.0,1,low,1.000003652309054
162.0,2.0,62.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,62,1.0,1.0,1,low,1.000003652309054
167.0,2.0,67.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,67,1.0,1.0,1,low,1.000003652309054
168.0,2.0,68.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,68,1.0,1.0,1,low,1.000003652309054
169.0,2.0,69.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,69,1.0,1.0,1,low,1.000003652309054
172.0,2.0,72.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,72,1.0,1.0,1,low,1.000003652309054
175.0,2.0,75.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,75,1.0,1.0,1,low,1.000003652309054
176.0,2.0,76.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,76,1.0,1.0,1,low,1.000003652309054
178.0,2.0,78.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,78,1.0,1.0,1,low,1.000003652309054
181.0,2.0,81.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,81,1.0,1.0,1,low,1.000003652309054
184.0,2.0,84.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,84,1.0,1.0,1,low,1.000003652309054
189.0,2.0,89.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,89,1.0,1.0,1,low,1.000003652309054
192.0,2.0,92.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,92,1.0,1.0,1,low,1.000003652309054
194.0,2.0,94.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,94,1.0,1.0,1,low,1.000003652309054
197.0,2.0,97.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,5,True,0.0,97,1.0,1.0,1,low,1.000003652309054
198.0,2.0,98.0,0.25,0.0,sparsemax,3.5,correct_memory_like,True,4,True,0.0,98,1.0,1.0,1,low,1.000003652309054
100.0,2.0,0.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
103.0,2.0,3.0,0.25,0.0,softmax,8.5,stable_mixture,True,17,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
106.0,2.0,6.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
108.0,2.0,8.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398127,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
110.0,2.0,10.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398123,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
119.0,2.0,19.0,0.25,0.0,softmax,8.5,stable_mixture,True,17,True,0.2861126890398126,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
122.0,2.0,22.0,0.25,0.0,softmax,8.5,stable_mixture,True,17,True,0.2861126890398126,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
125.0,2.0,25.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398126,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
127.0,2.0,27.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
128.0,2.0,28.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
129.0,2.0,29.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398127,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
131.0,2.0,31.0,0.25,0.0,softmax,8.5,stable_mixture,True,17,True,0.2861126890398122,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
137.0,2.0,37.0,0.25,0.0,softmax,8.5,stable_mixture,True,18,True,0.2861126890398127,2,0.0123336644650521,99.2212161750453,100,middle,8.064166134493913
