condition_index,condition_id,seed,delta,v_index,v,true_boundary_u,true_normal_u,true_normal_v,sign_transitions
3,delta-0.30_seed003,3,-0.3,9,0.1499999999999999,0.4242073548521148,0.9835437274939004,0.1806702413442901,1
3,delta-0.30_seed003,3,-0.3,10,0.1999999999999999,0.4146247877943096,0.981330007337886,0.1923315280920536,1
3,delta-0.30_seed003,3,-0.3,11,0.2499999999999999,0.4046082876011496,0.9800979390378292,0.1985145583925757,1
3,delta-0.30_seed003,3,-0.3,12,0.3,0.3943702243996085,0.9796734023741044,0.2005991642074971,1
4,delta-0.30_seed004,4,-0.3,0,-0.3,0.3807239037269028,0.9654561763535794,-0.2605654841699614,1
4,delta-0.30_seed004,4,-0.3,1,-0.25,0.3942183269100496,0.965796187942768,-0.2593023782290041,1
4,delta-0.30_seed004,4,-0.3,2,-0.2,0.4075724646827439,0.967684977203602,-0.2521622194034313,1
4,delta-0.30_seed004,4,-0.3,3,-0.15,0.4202766232920112,0.9726069329833036,-0.2324559182142104,1
4,delta-0.30_seed004,4,-0.3,4,-0.1,0.4314727588644018,0.981735845933888,-0.1902491230163044,1
4,delta-0.30_seed004,4,-0.3,5,-0.05,0.4396554739068961,0.9937038985454968,-0.1120382167632128,1
4,delta-0.30_seed004,4,-0.3,6,0.0,0.4427475678821793,0.9999985768210892,-0.0016871146362939,1
4,delta-0.30_seed004,4,-0.3,7,0.0499999999999999,0.4398241856106324,0.9949086492049248,0.100780850052139,1
4,delta-0.30_seed004,4,-0.3,8,0.0999999999999999,0.4326179092313396,0.9865934168299868,0.163197517958245,1
4,delta-0.30_seed004,4,-0.3,9,0.1499999999999999,0.4232826685911277,0.9813113020963516,0.1924269429626815,1
4,delta-0.30_seed004,4,-0.3,10,0.1999999999999999,0.4130087451922009,0.9790311820611082,0.2037104429135366,1
4,delta-0.30_seed004,4,-0.3,11,0.2499999999999999,0.4024753187695751,0.9791124612469256,0.2033194241359829,1
4,delta-0.30_seed004,4,-0.3,12,0.3,0.3922430586972041,0.9796957419920308,0.2004900324771384,1
5,delta-0.30_seed005,5,-0.3,0,-0.3,0.3706029034656239,0.9494319386923123,-0.313972918881481,1
5,delta-0.30_seed005,5,-0.3,1,-0.25,0.3871376810566289,0.9508623767491357,-0.3096138570590548,1
5,delta-0.30_seed005,5,-0.3,2,-0.2,0.4031642777117667,0.9554970042430148,-0.2950008048847054,1
5,delta-0.30_seed005,5,-0.3,3,-0.15,0.4180117501091445,0.964245711198785,-0.2650098270531671,1
5,delta-0.30_seed005,5,-0.3,4,-0.1,0.4306479184451746,0.9776661890063424,-0.2101638001031916,1
5,delta-0.30_seed005,5,-0.3,5,-0.05,0.4395082284027012,0.9927593312499589,-0.1201203988343963,1
5,delta-0.30_seed005,5,-0.3,6,0.0,0.4427475678821793,0.9999982710869232,-0.0018595222946863,1
5,delta-0.30_seed005,5,-0.3,7,0.0499999999999999,0.4396941809536656,0.9941812405870016,0.1077202899406166,1
5,delta-0.30_seed005,5,-0.3,8,0.0999999999999999,0.4319124921894399,0.9835770779519114,0.1804885916826318,1
5,delta-0.30_seed005,5,-0.3,9,0.1499999999999999,0.421343957495992,0.9750900193694504,0.2218094996299414,1
5,delta-0.30_seed005,5,-0.3,10,0.1999999999999999,0.4091649001493351,0.969534703549466,0.244953992850186,1
5,delta-0.30_seed005,5,-0.3,11,0.2499999999999999,0.3960788491967832,0.9663915996040232,0.2570744565583618,1
5,delta-0.30_seed005,5,-0.3,12,0.3,0.3825634213426383,0.9653540831405072,0.2609434692877951,1
6,delta-0.30_seed006,6,-0.3,0,-0.3,0.3776121096889255,0.963617367589858,-0.2672855568099261,1
6,delta-0.30_seed006,6,-0.3,1,-0.25,0.3914809732959838,0.9633109780443906,-0.2683877038523926,1
6,delta-0.30_seed006,6,-0.3,2,-0.2,0.4054730715142796,0.9643373399999488,-0.2646762072454253,1
6,delta-0.30_seed006,6,-0.3,3,-0.15,0.4189274068485247,0.9693395743348014,-0.2457250284940996,1
6,delta-0.30_seed006,6,-0.3,4,-0.1,0.4308228080772096,0.9795328176971008,-0.2012845226399147,1
6,delta-0.30_seed006,6,-0.3,5,-0.05,0.4394764399185078,0.9929649456966922,-0.118408684721877,1
6,delta-0.30_seed006,6,-0.3,6,0.0,0.4427475678821793,0.9999998507921012,0.0005462744505898,1
6,delta-0.30_seed006,6,-0.3,7,0.0499999999999999,0.439421812465298,0.9925088436627711,0.1221728089682352,1
6,delta-0.30_seed006,6,-0.3,8,0.0999999999999999,0.4304380746470997,0.9773784605987734,0.2114978599361518,1
6,delta-0.30_seed006,6,-0.3,9,0.1499999999999999,0.4177825121878413,0.964498464063057,0.2640884564308029,1
6,delta-0.30_seed006,6,-0.3,10,0.1999999999999999,0.4030571646435419,0.9564440673281788,0.2919156489000382,1
6,delta-0.30_seed006,6,-0.3,11,0.2499999999999999,0.3872615796135505,0.9523725575614976,0.3049368977407813,1
6,delta-0.30_seed006,6,-0.3,12,0.3,0.3710385081503773,0.9511845413245272,0.3086226957714693,1
7,delta-0.30_seed007,7,-0.3,0,-0.3,0.3803024604712846,0.9614186852085054,-0.2750892795656508,1
7,delta-0.30_seed007,7,-0.3,1,-0.25,0.3946088851225795,0.962730129305256,-0.2704638573412078,1
7,delta-0.30_seed007,7,-0.3,2,-0.2,0.4083958844857989,0.9665529627571272,-0.2564670937672492,1
7,delta-0.30_seed007,7,-0.3,3,-0.15,0.421143084866344,0.9731234642895558,-0.2302840056302081,1
7,delta-0.30_seed007,7,-0.3,4,-0.1,0.4320603026280878,0.9829722039667976,-0.1837543094151986,1
7,delta-0.30_seed007,7,-0.3,5,-0.05,0.4398368290712824,0.9943375782951288,-0.1062674945135089,1
7,delta-0.30_seed007,7,-0.3,6,0.0,0.4427475678821793,0.9999998473179644,0.0005525975459316,1
7,delta-0.30_seed007,7,-0.3,7,0.0499999999999999,0.4397815693082521,0.9939245719090086,0.1100633697262359,1
7,delta-0.30_seed007,7,-0.3,8,0.0999999999999999,0.4316739539644914,0.981096379525622,0.1935197511411087,1
7,delta-0.30_seed007,7,-0.3,9,0.1499999999999999,0.4200567231891909,0.9692867152660152,0.2459334536186951,1
7,delta-0.30_seed007,7,-0.3,10,0.1999999999999999,0.4063013320410391,0.9611311786588742,0.2760921176162099,1
7,delta-0.30_seed007,7,-0.3,11,0.2499999999999999,0.3913309754716465,0.9566069362500008,0.2913814845153806,1
7,delta-0.30_seed007,7,-0.3,12,0.3,0.3758414353505941,0.9552138244315896,0.2959164571543402,1
8,delta-0.15_seed000,0,-0.15,0,-0.3,0.4505616334936348,0.9940732428869162,-0.1087124085663192,1
8,delta-0.15_seed000,0,-0.15,1,-0.25,0.4560296615964034,0.9943484701024196,-0.106165531152901,1
8,delta-0.15_seed000,0,-0.15,2,-0.2,0.4612385273940163,0.9952335152894104,-0.0975205108922381,1
8,delta-0.15_seed000,0,-0.15,3,-0.15,0.4658284183096839,0.9965561337141718,-0.0829208801006219,1
8,delta-0.15_seed000,0,-0.15,4,-0.1,0.4695592709322227,0.9979572998385036,-0.0638844871548913,1
8,delta-0.15_seed000,0,-0.15,5,-0.05,0.4722299434215529,0.99929325539998,-0.037589755414344,1
8,delta-0.15_seed000,0,-0.15,6,0.0,0.4733209049882134,0.9999969315374704,0.0024772798879913,1
8,delta-0.15_seed000,0,-0.15,7,0.0499999999999999,0.4719822146726073,0.9985840285182926,0.0531971614672967,1
8,delta-0.15_seed000,0,-0.15,8,0.0999999999999999,0.467993645594106,0.9949835777089931,0.1000383930769188,1
8,delta-0.15_seed000,0,-0.15,9,0.1499999999999999,0.4619279388716677,0.9910956770783472,0.1331516386553781,1
8,delta-0.15_seed000,0,-0.15,10,0.1999999999999999,0.4545588540058816,0.9883990984519332,0.1518789721436299,1
8,delta-0.15_seed000,0,-0.15,11,0.2499999999999999,0.4465617803653003,0.9868286146296644,0.1617692348628032,1
8,delta-0.15_seed000,0,-0.15,12,0.3,0.4381660141079919,0.9861935066158616,0.1655970033204423,1
9,delta-0.15_seed001,1,-0.15,0,-0.3,0.4412461354077095,0.9896329882153772,-0.1436194577204048,1
9,delta-0.15_seed001,1,-0.15,1,-0.25,0.4485023333836579,0.9899746683064004,-0.1412450215463641,1
9,delta-0.15_seed001,1,-0.15,2,-0.2,0.4555136743729235,0.9909846866672628,-0.1339751872213188,1
9,delta-0.15_seed001,1,-0.15,3,-0.15,0.4620217337360373,0.9927182999185908,-0.1204590262568266,1
9,delta-0.15_seed001,1,-0.15,4,-0.1,0.4676479350455338,0.995306583932695,-0.0967719173119425,1
9,delta-0.15_seed001,1,-0.15,5,-0.05,0.4717445587302791,0.9983947441605652,-0.056638633745522,1
9,delta-0.15_seed001,1,-0.15,6,0.0,0.4733209049882134,0.9999999101935496,0.0004238076127438,1
9,delta-0.15_seed001,1,-0.15,7,0.0499999999999999,0.4717021779651986,0.998261375771895,0.0589425622280153,1
9,delta-0.15_seed001,1,-0.15,8,0.0999999999999999,0.4674163830204634,0.9948945380768685,0.1009200579905422,1
9,delta-0.15_seed001,1,-0.15,9,0.1499999999999999,0.4615583834092831,0.9922988735538024,0.1238666441938875,1
9,delta-0.15_seed001,1,-0.15,10,0.1999999999999999,0.4549335870106006,0.9910023257264544,0.1338446502657397,1
9,delta-0.15_seed001,1,-0.15,11,0.2499999999999999,0.4480523959064157,0.990726248245718,0.1358731063785761,1
9,delta-0.15_seed001,1,-0.15,12,0.3,0.4412190915463725,0.9907900069088426,0.1354073934819495,1
10,delta-0.15_seed002,2,-0.15,0,-0.3,0.452207960843225,0.996009929147573,-0.0892424844983972,1
10,delta-0.15_seed002,2,-0.15,1,-0.25,0.4566879605845315,0.9960804954661576,-0.0884513795929396,1
10,delta-0.15_seed002,2,-0.15,2,-0.2,0.4610879037791164,0.9963460520900989,-0.0854081054963397,1
10,delta-0.15_seed002,2,-0.15,3,-0.15,0.46526009326044,0.9968512421099698,-0.0792943951601271,1
10,delta-0.15_seed002,2,-0.15,4,-0.1,0.4690423900465248,0.997707942260085,-0.0676672886345179,1
10,delta-0.15_seed002,2,-0.15,5,-0.05,0.4720423674880294,0.9990859701994022,-0.0427460425152962,1
10,delta-0.15_seed002,2,-0.15,6,0.0,0.4733209049882134,0.9999963696370274,0.0026945709798752,1
10,delta-0.15_seed002,2,-0.15,7,0.0499999999999999,0.4717729094118112,0.9981866593365724,0.0601946270234601,1
10,delta-0.15_seed002,2,-0.15,8,0.0999999999999999,0.4672905071201967,0.9940088600035698,0.1092995253164599,1
10,delta-0.15_seed002,2,-0.15,9,0.1499999999999999,0.4607770793227246,0.9902399710461532,0.1393728802260812,1
10,delta-0.15_seed002,2,-0.15,10,0.1999999999999999,0.4532158500369405,0.9881965958799128,0.1531910176588429,1
10,delta-0.15_seed002,2,-0.15,11,0.2499999999999999,0.4452750002528773,0.987705379759094,0.1563268460468127,1
10,delta-0.15_seed002,2,-0.15,12,0.3,0.4373885750974295,0.9877882485865316,0.1558023618381707,1
11,delta-0.15_seed003,3,-0.15,0,-0.3,0.4460025933076394,0.9916674932128884,-0.1288238444732419,1
11,delta-0.15_seed003,3,-0.15,1,-0.25,0.452497907783254,0.9921780306722128,-0.1248309074364591,1
11,delta-0.15_seed003,3,-0.15,2,-0.2,0.4585840961808571,0.9934153610827836,-0.114568409104617,1
11,delta-0.15_seed003,3,-0.15,3,-0.15,0.4640306878864066,0.9950290636980944,-0.0995849506506553,1
11,delta-0.15_seed003,3,-0.15,4,-0.1,0.4685923415963771,0.9968842970286748,-0.0788777429801651,1
11,delta-0.15_seed003,3,-0.15,5,-0.05,0.4719431149569573,0.9988839056966572,-0.0472328586917173,1
11,delta-0.15_seed003,3,-0.15,6,0.0,0.4733209049882134,0.9999998514789268,0.0005450157104847,1
11,delta-0.15_seed003,3,-0.15,7,0.0499999999999999,0.4718886133778142,0.998868264594152,0.0475624850766532,1
11,delta-0.15_seed003,3,-0.15,8,0.0999999999999999,0.4685592675668886,0.9974049427218346,0.0719956959411747,1
11,delta-0.15_seed003,3,-0.15,9,0.1499999999999999,0.4646703118778532,0.996922424984574,0.0783943783882239,1
11,delta-0.15_seed003,3,-0.15,10,0.1999999999999999,0.4606956287898356,0.9968566889163591,0.0792258907347414,1
11,delta-0.15_seed003,3,-0.15,11,0.2499999999999999,0.4567227411171188,0.9968944268125762,0.0787496145388998,1
11,delta-0.15_seed003,3,-0.15,12,0.3,0.4527961348794633,0.9969305431002844,0.0782910737809372,1
12,delta-0.15_seed004,4,-0.15,0,-0.3,0.4417784943507286,0.9920923868207088,-0.1255097446909554,1
12,delta-0.15_seed004,4,-0.15,1,-0.25,0.4481040012469748,0.9918381288722944,-0.1275034356992231,1
12,delta-0.15_seed004,4,-0.15,2,-0.2,0.454633760949946,0.9915936238568812,-0.1293912096178786,1
12,delta-0.15_seed004,4,-0.15,3,-0.15,0.461152815449168,0.9922444339027916,-0.1243019846540208,1
12,delta-0.15_seed004,4,-0.15,4,-0.1,0.4671611161465989,0.9945278164077964,-0.1044721129830358,1
12,delta-0.15_seed004,4,-0.15,5,-0.05,0.47165751036664,0.9981082318241452,-0.0614813594911394,1
12,delta-0.15_seed004,4,-0.15,6,0.0,0.4733209049882134,0.9999956264668632,-0.0029575407260037,1
12,delta-0.15_seed004,4,-0.15,7,0.0499999999999999,0.4719532657327363,0.9989980454204368,0.0447538294020374,1
12,delta-0.15_seed004,4,-0.15,8,0.0999999999999999,0.4688410334201762,0.9975133776942948,0.0704773816264409,1
12,delta-0.15_seed004,4,-0.15,9,0.1499999999999999,0.4648879588203272,0.9964922003901232,0.0836856891090147,1
12,delta-0.15_seed004,4,-0.15,10,0.1999999999999999,0.4604430059116566,0.9958466236216482,0.0910467035172803,1
12,delta-0.15_seed004,4,-0.15,11,0.2499999999999999,0.4557453156303381,0.9956242679081524,0.0934468680714092,1
12,delta-0.15_seed004,4,-0.15,12,0.3,0.4510572495491942,0.995633178436466,0.09335188266179,1
13,delta-0.15_seed005,5,-0.15,0,-0.3,0.4338062469760189,0.9848394694078246,-0.173468208892911,1
13,delta-0.15_seed005,5,-0.15,1,-0.25,0.4426131751242792,0.9850667906723176,-0.1721726398547119,1
13,delta-0.15_seed005,5,-0.15,2,-0.2,0.4512845176359406,0.9860766994068156,-0.1662911389309745,1
13,delta-0.15_seed005,5,-0.15,3,-0.15,0.4594770903786411,0.988508816655428,-0.1511632210376764,1
13,delta-0.15_seed005,5,-0.15,4,-0.1,0.4665765634417766,0.9927748064495556,-0.1199924317573711,1
13,delta-0.15_seed005,5,-0.15,5,-0.05,0.4715636613691458,0.9977334222718264,-0.0672905497209642,1
13,delta-0.15_seed005,5,-0.15,6,0.0,0.4733209049882134,0.9999944400507422,-0.0033346465483456,1
13,delta-0.15_seed005,5,-0.15,7,0.0499999999999999,0.4718971278780373,0.9988647273577804,0.0476367131576773,1
13,delta-0.15_seed005,5,-0.15,8,0.0999999999999999,0.4685518194601172,0.9969921934240652,0.0775020403052177,1
13,delta-0.15_seed005,5,-0.15,9,0.1499999999999999,0.4641235424060141,0.9954613119568622,0.095167097240185,1
13,delta-0.15_seed005,5,-0.15,10,0.1999999999999999,0.4589917194243753,0.9943263500233228,0.1063725041977321,1
13,delta-0.15_seed005,5,-0.15,11,0.2499999999999999,0.4534255955804838,0.9936165098666816,0.1128105993262785,1
13,delta-0.15_seed005,5,-0.15,12,0.3,0.4476381843123818,0.993367742756904,0.1149805533560071,1
14,delta-0.15_seed006,6,-0.15,0,-0.3,0.4473925935308216,0.9954305904906128,-0.0954879024563337,1
14,delta-0.15_seed006,6,-0.15,1,-0.25,0.4521889049647143,0.9951125844326734,-0.0987468698426712,1
14,delta-0.15_seed006,6,-0.15,2,-0.2,0.4573157792474376,0.9946205582767168,-0.1035854480769978,1
14,delta-0.15_seed006,6,-0.15,3,-0.15,0.4626034743414493,0.9946650366378932,-0.1031574761718137,1
14,delta-0.15_seed006,6,-0.15,4,-0.1,0.4676868561800802,0.9958809592757008,-0.0906703642438376,1
14,delta-0.15_seed006,6,-0.15,5,-0.05,0.4717080127302324,0.9984166431843404,-0.0562512809855311,1
14,delta-0.15_seed006,6,-0.15,6,0.0,0.4733209049882134,0.9999993457694994,0.0011438796147266,1
14,delta-0.15_seed006,6,-0.15,7,0.0499999999999999,0.4715936246939236,0.9978615443500516,0.0653631265112837,1
14,delta-0.15_seed006,6,-0.15,8,0.0999999999999999,0.4667705847678007,0.9930292819450316,0.1178679142079622,1
14,delta-0.15_seed006,6,-0.15,9,0.1499999999999999,0.4597240941220661,0.988266298644703,0.1527407049973877,1
14,delta-0.15_seed006,6,-0.15,10,0.1999999999999999,0.4513151649880456,0.9849564265052626,0.172802887377448,1
14,delta-0.15_seed006,6,-0.15,11,0.2499999999999999,0.4421798776747891,0.9831926701500768,0.1825710090982739,1
14,delta-0.15_seed006,6,-0.15,12,0.3,0.4327459654159611,0.9826618328013698,0.1854069102149456,1
15,delta-0.15_seed007,7,-0.15,0,-0.3,0.4462644527229713,0.993119447338212,-0.117105778331579,1
15,delta-0.15_seed007,7,-0.15,1,-0.25,0.4521603083849186,0.993280011648332,-0.1157359860194271,1
15,delta-0.15_seed007,7,-0.15,2,-0.2,0.4579163519520079,0.993772725123788,-0.111426077737843,1
15,delta-0.15_seed007,7,-0.15,3,-0.15,0.4633727390464628,0.9947161484410624,-0.1026634503149889,1
15,delta-0.15_seed007,7,-0.15,4,-0.1,0.4682372309762286,0.9963946992372756,-0.0848386900644908,1
15,delta-0.15_seed007,7,-0.15,5,-0.05,0.4718873056262964,0.9987103121662452,-0.050771176594608,1
15,delta-0.15_seed007,7,-0.15,6,0.0,0.4733209049882134,0.9999994015259815,0.0010940510402016,1
15,delta-0.15_seed007,7,-0.15,7,0.0499999999999999,0.4717779004568001,0.9982759057684836,0.0586959620596975,1
15,delta-0.15_seed007,7,-0.15,8,0.0999999999999999,0.4674411715677706,0.9942832788377474,0.1067743481537498,1
15,delta-0.15_seed007,7,-0.15,9,0.1499999999999999,0.46103907476936,0.9900604099141228,0.1406427556637002,1
15,delta-0.15_seed007,7,-0.15,10,0.1999999999999999,0.4532356994313886,0.9866205805258282,0.1630332177284062,1
15,delta-0.15_seed007,7,-0.15,11,0.2499999999999999,0.4445146660000318,0.9842268830383696,0.1769108326377308,1
15,delta-0.15_seed007,7,-0.15,12,0.3,0.4352611007197993,0.9833020481399786,0.1819809938529936,1
16,delta+0.00_seed000,0,0.0,0,-0.3,0.5067595108848764,0.999529907880756,0.0306588201320169,1
16,delta+0.00_seed000,0,0.0,1,-0.25,0.5052258489158703,0.9995205235029856,0.0309632539685,1
16,delta+0.00_seed000,0,0.0,2,-0.2,0.5036617001605919,0.9995267673260122,0.0307610370243214,1
16,delta+0.00_seed000,0,0.0,3,-0.15,0.5021482888114406,0.9996129219235173,0.0278209691335235,1
16,delta+0.00_seed000,0,0.0,4,-0.1,0.5008785259415163,0.9997988437741832,0.0200567192682656,1
16,delta+0.00_seed000,0,0.0,5,-0.05,0.5001422133500455,0.9999614118409096,0.0087849205536883,1
16,delta+0.00_seed000,0,0.0,6,0.0,0.4999999999854481,0.9999959550971558,0.0028442554961262,1
16,delta+0.00_seed000,0,0.0,7,0.0499999999999999,0.4998577866499545,0.999961411843466,0.0087849202626836,1
16,delta+0.00_seed000,0,0.0,8,0.0999999999999999,0.4991214740584837,0.9997988437741832,0.0200567192682656,1
16,delta+0.00_seed000,0,0.0,9,0.1499999999999999,0.4978517111885594,0.9996129219235173,0.0278209691335235,1
16,delta+0.00_seed000,0,0.0,10,0.1999999999999999,0.4963382998394081,0.9995267673260122,0.0307610370243214,1
16,delta+0.00_seed000,0,0.0,11,0.2499999999999999,0.4947741510841297,0.9995205235029856,0.0309632539685,1
16,delta+0.00_seed000,0,0.0,12,0.3,0.4932404891151236,0.999529907880756,0.0306588201320169,1
17,delta+0.00_seed001,1,0.0,0,-0.3,0.5003082070761593,0.999999916247497,-0.0004092737456733,1
17,delta+0.00_seed001,1,0.0,1,-0.25,0.5003286707651569,0.999999999297628,-3.747991283585682e-05,1
17,delta+0.00_seed001,1,0.0,2,-0.2,0.5003119550674455,0.999999629440302,0.000860882836829,1
17,delta+0.00_seed001,1,0.0,3,-0.15,0.5002425824495731,0.999998279450082,0.0018550193733371,1
17,delta+0.00_seed001,1,0.0,4,-0.1,0.5001264528109459,0.9999976166921104,0.0021832567643443,1
17,delta+0.00_seed001,1,0.0,5,-0.05,0.5000242562528001,0.999999200485105,0.0012645272439691,1
17,delta+0.00_seed001,1,0.0,6,0.0,0.4999999999854481,0.9999998823268608,0.0004851249989161,1
17,delta+0.00_seed001,1,0.0,7,0.0499999999999999,0.4999757437471999,0.999999200485473,0.0012645269529315,1
17,delta+0.00_seed001,1,0.0,8,0.0999999999999999,0.4998735471890541,0.9999976166921104,0.0021832567643443,1
17,delta+0.00_seed001,1,0.0,9,0.1499999999999999,0.4997574175504269,0.999998279450082,0.0018550193733371,1
17,delta+0.00_seed001,1,0.0,10,0.1999999999999999,0.4996880449325545,0.999999629440302,0.000860882836829,1
17,delta+0.00_seed001,1,0.0,11,0.2499999999999999,0.4996713292348431,0.999999999297628,-3.747991283585682e-05,1
17,delta+0.00_seed001,1,0.0,12,0.3,0.4996917929238407,0.999999916247497,-0.0004092737456733,1
18,delta+0.00_seed002,2,0.0,0,-0.3,0.5073781736573437,0.99955564864168,0.0298078054963876,1
18,delta+0.00_seed002,2,0.0,1,-0.25,0.5058871208311757,0.9994957459471177,0.0317530129848298,1
18,delta+0.00_seed002,2,0.0,2,-0.2,0.5042012703925138,0.9994157893671852,0.0341771848396906,1
18,delta+0.00_seed002,2,0.0,3,-0.15,0.5024674045125721,0.9994848185013409,0.0320951333591516,1
18,delta+0.00_seed002,2,0.0,4,-0.1,0.500990102722426,0.999732806995246,0.0231152464275393,1
18,delta+0.00_seed002,2,0.0,5,-0.05,0.5001552620815346,0.9999509884319476,0.0099005421049018,1
18,delta+0.00_seed002,2,0.0,6,0.0,0.4999999999854481,0.999995178772074,0.0031052266596143,1
18,delta+0.00_seed002,2,0.0,7,0.0499999999999999,0.4998447379184654,0.9999509884348288,0.0099005418139063,1
18,delta+0.00_seed002,2,0.0,8,0.0999999999999999,0.499009897277574,0.999732806995246,0.0231152464275393,1
18,delta+0.00_seed002,2,0.0,9,0.1499999999999999,0.4975325954874279,0.9994848185013409,0.0320951333591516,1
18,delta+0.00_seed002,2,0.0,10,0.1999999999999999,0.4957987296074861,0.9994157893671852,0.0341771848396906,1
18,delta+0.00_seed002,2,0.0,11,0.2499999999999999,0.4941128791688243,0.9994957459471177,0.0317530129848298,1
18,delta+0.00_seed002,2,0.0,12,0.3,0.4926218263426563,0.99955564864168,0.0298078054963875,1
19,delta+0.00_seed003,3,0.0,0,-0.3,0.4957219500938663,0.999502776154911,-0.0315309444613692,1
19,delta+0.00_seed003,3,0.0,1,-0.25,0.4972992816037731,0.9995872882605662,-0.0287272196337903,1
19,delta+0.00_seed003,3,0.0,2,-0.2,0.4985958581528393,0.9997537134251556,-0.0221926224816176,1
19,delta+0.00_seed003,3,0.0,3,-0.15,0.4995190905610798,0.99990451474854,-0.0138188778664082,1
19,delta+0.00_seed003,3,0.0,4,-0.1,0.4999778779019834,0.9999870338798056,-0.0050923542952835,1
19,delta+0.00_seed003,3,0.0,5,-0.05,0.5000283325935015,0.999999975530672,-0.0002212208292332,1
19,delta+0.00_seed003,3,0.0,6,0.0,0.4999999999854481,0.9999998394528676,0.0005666517790565,1
19,delta+0.00_seed003,3,0.0,7,0.0499999999999999,0.4999716674064984,0.9999999755306076,-0.0002212211202715,1
19,delta+0.00_seed003,3,0.0,8,0.0999999999999999,0.5000221220980166,0.9999870338798056,-0.0050923542952835,1
19,delta+0.00_seed003,3,0.0,9,0.1499999999999999,0.5004809094389202,0.99990451474854,-0.0138188778664082,1
19,delta+0.00_seed003,3,0.0,10,0.1999999999999999,0.5014041418471606,0.9997537134251556,-0.0221926224816176,1
19,delta+0.00_seed003,3,0.0,11,0.2499999999999999,0.5027007183962269,0.9995872882605662,-0.0287272196337912,1
19,delta+0.00_seed003,3,0.0,12,0.3,0.5042780499061337,0.999502776154911,-0.0315309444613692,1
20,delta+0.00_seed004,4,0.0,0,-0.3,0.4959822522796457,0.999958125104182,-0.0091513954197612,1
20,delta+0.00_seed004,4,0.0,1,-0.25,0.4964398412121227,0.999934452873944,-0.0114494522002744,1
20,delta+0.00_seed004,4,0.0,2,-0.2,0.4971272725524613,0.9998694508887312,-0.0161580066675035,1
20,delta+0.00_seed004,4,0.0,3,-0.15,0.4980558528477559,0.9998085634528772,-0.0195662067425984,1
20,delta+0.00_seed004,4,0.0,4,-0.1,0.499084267867147,0.9998423102466556,-0.0177582274067742,1
20,delta+0.00_seed004,4,0.0,5,-0.05,0.4998319556616479,0.9999580743711604,-0.0091569372565618,1
20,delta+0.00_seed004,4,0.0,6,0.0,0.4999999999854481,0.9999943522679152,-0.0033608677856529,1
20,delta+0.00_seed004,4,0.0,7,0.0499999999999999,0.500168044338352,0.9999580743684956,-0.0091569375475635,1
20,delta+0.00_seed004,4,0.0,8,0.0999999999999999,0.500915732132853,0.9998423102466556,-0.0177582274067742,1
20,delta+0.00_seed004,4,0.0,9,0.1499999999999999,0.5019441471522441,0.9998085634528772,-0.0195662067425984,1
20,delta+0.00_seed004,4,0.0,10,0.1999999999999999,0.5028727274475386,0.9998694508887312,-0.0161580066675035,1
20,delta+0.00_seed004,4,0.0,11,0.2499999999999999,0.5035601587878773,0.999934452873944,-0.0114494522002752,1
20,delta+0.00_seed004,4,0.0,12,0.3,0.5040177477203542,0.999958125104182,-0.0091513954197612,1
21,delta+0.00_seed005,5,0.0,0,-0.3,0.4928955691430019,0.9995652218334004,-0.0294850352067776,1
21,delta+0.00_seed005,5,0.0,1,-0.25,0.4943704621546203,0.999543035951608,-0.0302277898735958,1
21,delta+0.00_seed005,5,0.0,2,-0.2,0.4959197300631786,0.9995141493521076,-0.0311683372179687,1
