condition_index,condition_id,seed,delta,v,true_boundary_u,true_normal_u,true_normal_v,sign_transitions
14,delta-0.15_seed006,6,-0.15,-0.3,0.4473925935308216,0.9954305904906127,-0.09548790245633372,1
14,delta-0.15_seed006,6,-0.15,-0.25,0.4521889049647143,0.9951125844326734,-0.09874686984267128,1
14,delta-0.15_seed006,6,-0.15,-0.2,0.4573157792474376,0.9946205582767168,-0.10358544807699781,1
14,delta-0.15_seed006,6,-0.15,-0.15,0.46260347434144933,0.9946650366378933,-0.1031574761718137,1
14,delta-0.15_seed006,6,-0.15,-0.1,0.4676868561800802,0.9958809592757008,-0.09067036424383768,1
14,delta-0.15_seed006,6,-0.15,-0.05000000000000002,0.47170801273023244,0.9984166431843405,-0.05625128098553114,1
14,delta-0.15_seed006,6,-0.15,0.0,0.47332090498821344,0.9999993457694994,0.0011438796147266786,1
14,delta-0.15_seed006,6,-0.15,0.04999999999999999,0.47159362469392363,0.9978615443500515,0.06536312651128373,1
14,delta-0.15_seed006,6,-0.15,0.09999999999999998,0.46677058476780076,0.9930292819450315,0.1178679142079622,1
14,delta-0.15_seed006,6,-0.15,0.14999999999999997,0.45972409412206616,0.988266298644703,0.15274070499738776,1
14,delta-0.15_seed006,6,-0.15,0.19999999999999996,0.4513151649880456,0.9849564265052626,0.17280288737744803,1
14,delta-0.15_seed006,6,-0.15,0.24999999999999994,0.44217987767478917,0.9831926701500768,0.18257100909827395,1
14,delta-0.15_seed006,6,-0.15,0.3,0.4327459654159611,0.9826618328013698,0.18540691021494562,1
15,delta-0.15_seed007,7,-0.15,-0.3,0.4462644527229713,0.9931194473382119,-0.11710577833157904,1
15,delta-0.15_seed007,7,-0.15,-0.25,0.4521603083849186,0.9932800116483321,-0.1157359860194271,1
15,delta-0.15_seed007,7,-0.15,-0.2,0.45791635195200797,0.9937727251237881,-0.11142607773784302,1
15,delta-0.15_seed007,7,-0.15,-0.15,0.4633727390464628,0.9947161484410624,-0.10266345031498895,1
15,delta-0.15_seed007,7,-0.15,-0.1,0.4682372309762286,0.9963946992372756,-0.08483869006449085,1
15,delta-0.15_seed007,7,-0.15,-0.05000000000000002,0.47188730562629644,0.9987103121662453,-0.05077117659460808,1
15,delta-0.15_seed007,7,-0.15,0.0,0.47332090498821344,0.9999994015259817,0.0010940510402016133,1
15,delta-0.15_seed007,7,-0.15,0.04999999999999999,0.4717779004568001,0.9982759057684837,0.05869596205969751,1
15,delta-0.15_seed007,7,-0.15,0.09999999999999998,0.46744117156777065,0.9942832788377474,0.10677434815374981,1
15,delta-0.15_seed007,7,-0.15,0.14999999999999997,0.46103907476936,0.9900604099141227,0.14064275566370024,1
15,delta-0.15_seed007,7,-0.15,0.19999999999999996,0.45323569943138864,0.9866205805258282,0.16303321772840623,1
15,delta-0.15_seed007,7,-0.15,0.24999999999999994,0.44451466600003187,0.9842268830383697,0.17691083263773083,1
15,delta-0.15_seed007,7,-0.15,0.3,0.4352611007197993,0.9833020481399786,0.1819809938529936,1
16,delta+0.00_seed000,0,0.0,-0.3,0.5067595108848764,0.9995299078807561,0.03065882013201696,1
16,delta+0.00_seed000,0,0.0,-0.25,0.5052258489158703,0.9995205235029856,0.03096325396850006,1
16,delta+0.00_seed000,0,0.0,-0.2,0.5036617001605919,0.9995267673260122,0.030761037024321446,1
16,delta+0.00_seed000,0,0.0,-0.15,0.5021482888114406,0.9996129219235171,0.02782096913352354,1
16,delta+0.00_seed000,0,0.0,-0.1,0.5008785259415163,0.9997988437741833,0.02005671926826567,1
16,delta+0.00_seed000,0,0.0,-0.05000000000000002,0.5001422133500455,0.9999614118409097,0.008784920553688302,1
16,delta+0.00_seed000,0,0.0,0.0,0.4999999999854481,0.9999959550971558,0.002844255496126213,1
16,delta+0.00_seed000,0,0.0,0.04999999999999999,0.4998577866499545,0.9999614118434661,0.008784920262683687,1
16,delta+0.00_seed000,0,0.0,0.09999999999999998,0.4991214740584837,0.9997988437741833,0.02005671926826567,1
16,delta+0.00_seed000,0,0.0,0.14999999999999997,0.4978517111885594,0.9996129219235171,0.02782096913352354,1
16,delta+0.00_seed000,0,0.0,0.19999999999999996,0.49633829983940814,0.9995267673260122,0.030761037024321446,1
16,delta+0.00_seed000,0,0.0,0.24999999999999994,0.4947741510841297,0.9995205235029856,0.03096325396850006,1
16,delta+0.00_seed000,0,0.0,0.3,0.49324048911512364,0.9995299078807561,0.030658820132016925,1
17,delta+0.00_seed001,1,0.0,-0.3,0.5003082070761593,0.999999916247497,-0.0004092737456733326,1
17,delta+0.00_seed001,1,0.0,-0.25,0.5003286707651569,0.9999999992976281,-3.747991283585682e-05,1
17,delta+0.00_seed001,1,0.0,-0.2,0.5003119550674455,0.9999996294403021,0.0008608828368290529,1
17,delta+0.00_seed001,1,0.0,-0.15,0.5002425824495731,0.9999982794500821,0.001855019373337112,1
17,delta+0.00_seed001,1,0.0,-0.1,0.5001264528109459,0.9999976166921103,0.002183256764344304,1
17,delta+0.00_seed001,1,0.0,-0.05000000000000002,0.5000242562528001,0.999999200485105,0.0012645272439691837,1
17,delta+0.00_seed001,1,0.0,0.0,0.4999999999854481,0.9999998823268609,0.00048512499891610085,1
17,delta+0.00_seed001,1,0.0,0.04999999999999999,0.4999757437471999,0.999999200485473,0.0012645269529315772,1
17,delta+0.00_seed001,1,0.0,0.09999999999999998,0.4998735471890541,0.9999976166921103,0.002183256764344304,1
17,delta+0.00_seed001,1,0.0,0.14999999999999997,0.4997574175504269,0.9999982794500821,0.001855019373337112,1
17,delta+0.00_seed001,1,0.0,0.19999999999999996,0.4996880449325545,0.9999996294403021,0.0008608828368290529,1
17,delta+0.00_seed001,1,0.0,0.24999999999999994,0.49967132923484314,0.9999999992976281,-3.747991283585682e-05,1
17,delta+0.00_seed001,1,0.0,0.3,0.4996917929238407,0.999999916247497,-0.0004092737456733321,1
18,delta+0.00_seed002,2,0.0,-0.3,0.5073781736573437,0.9995556486416799,0.029807805496387625,1
18,delta+0.00_seed002,2,0.0,-0.25,0.5058871208311757,0.9994957459471177,0.03175301298482983,1
18,delta+0.00_seed002,2,0.0,-0.2,0.5042012703925138,0.9994157893671851,0.034177184839690664,1
18,delta+0.00_seed002,2,0.0,-0.15,0.5024674045125721,0.9994848185013409,0.03209513335915167,1
18,delta+0.00_seed002,2,0.0,-0.1,0.500990102722426,0.9997328069952461,0.023115246427539326,1
18,delta+0.00_seed002,2,0.0,-0.05000000000000002,0.5001552620815346,0.9999509884319475,0.00990054210490188,1
18,delta+0.00_seed002,2,0.0,0.0,0.4999999999854481,0.999995178772074,0.0031052266596143683,1
18,delta+0.00_seed002,2,0.0,0.04999999999999999,0.4998447379184654,0.9999509884348288,0.009900541813906366,1
18,delta+0.00_seed002,2,0.0,0.09999999999999998,0.49900989727757405,0.9997328069952461,0.023115246427539326,1
18,delta+0.00_seed002,2,0.0,0.14999999999999997,0.4975325954874279,0.9994848185013409,0.03209513335915167,1
