cue_index,memory_seed,target,rho,mask_index,level,target_ipr,softmax_alpha,sparsemax_alpha,softmax_achieved_ipr,sparsemax_achieved_ipr,pair_relative_error,pair_status,included
89,1,88,0.4,0,low,4.0,43.00108922725222,5.157266969762435,4.000000000000001,4.0,2.220446049250313e-16,matched,True
89,1,88,0.4,0,middle,16.0,20.830871634241873,0.7968190728895961,16.0,16.0,0.0,matched,True
89,1,88,0.4,0,high,64.0,8.239747155002277,0.09635312432979465,64.00000000000001,64.0,2.220446049250313e-16,matched,True
90,1,89,0.4,0,low,4.0,48.860086971053455,6.275716324421893,4.0,4.0,0.0,matched,True
90,1,89,0.4,0,middle,16.0,23.531420739956076,0.9685858234976039,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
90,1,89,0.4,0,high,64.0,8.0068282507387,0.08661625332971212,64.00000000000001,64.00000000000001,0.0,matched,True
91,1,93,0.4,0,low,4.0,32.320870093490214,3.3272015674242326,4.0,3.999999999999999,2.2204460492503136e-16,matched,True
91,1,93,0.4,0,middle,16.0,16.750507955654385,0.6147030003162381,16.0,15.999999999999996,2.2204460492503136e-16,matched,True
91,1,93,0.4,0,high,64.0,7.287214343375425,0.09313350470399029,64.0,64.00000000000006,8.881784197001248e-16,matched,True
92,1,94,0.4,0,low,4.0,19.45835923841775,2.4189726272590537,4.0,4.0,0.0,matched,True
92,1,94,0.4,0,middle,16.0,12.534914309505847,0.5229065324276805,16.0,16.000000000000014,8.881784197001248e-16,matched,True
92,1,94,0.4,0,high,64.0,6.332555424623074,0.08933914572869997,64.00000000000001,64.00000000000001,0.0,matched,True
93,1,97,0.4,0,low,4.0,72.6376025557031,10.975909449120564,3.999999999999999,4.000000000000001,4.440892098500626e-16,matched,True
93,1,97,0.4,0,middle,16.0,20.49055044982473,0.594283635162931,16.000000000000004,16.0,2.220446049250313e-16,matched,True
93,1,97,0.4,0,high,64.0,7.213782509538375,0.0900385993368521,64.0,64.0,0.0,matched,True
94,1,98,0.4,0,low,4.0,33.533768776989156,4.797002809573513,3.999999999999999,4.0,2.2204460492503136e-16,matched,True
94,1,98,0.4,0,middle,16.0,17.55185128671398,0.6300536552912226,16.0,16.000000000000004,2.220446049250313e-16,matched,True
94,1,98,0.4,0,high,64.0,7.46054873170932,0.0948540039800167,64.0,63.99999999999996,6.661338147750941e-16,matched,True
95,1,99,0.4,0,low,4.0,30.097703739492346,4.090479940519309,4.000000000000001,4.0,2.220446049250313e-16,matched,True
95,1,99,0.4,0,middle,16.0,17.80608835567698,0.7373529144096125,16.000000000000004,16.000000000000004,0.0,matched,True
95,1,99,0.4,0,high,64.0,7.566445819723018,0.09457471731160494,64.0,63.999999999999986,2.2204460492503136e-16,matched,True
0,2,0,0.1,0,low,4.0,5.905711109802486,0.6561382519592764,4.000000000000002,4.000000000000002,0.0,matched,True
0,2,0,0.1,0,middle,16.0,4.379583471084472,0.25731588147548834,16.0,16.000000000000007,4.440892098500625e-16,matched,True
0,2,0,0.1,0,high,64.0,2.7610463431346215,0.06677859917140694,64.0,64.00000000000003,4.440892098500625e-16,matched,True
1,2,3,0.1,0,low,4.0,5.969920255650297,0.6723614455864695,4.000000000000001,4.000000000000006,1.3322676295501867e-15,matched,True
1,2,3,0.1,0,middle,16.0,4.426277787862025,0.2665229083552001,16.000000000000004,16.000000000000025,1.3322676295501867e-15,matched,True
1,2,3,0.1,0,high,64.0,2.7883587105860617,0.06583099853025096,64.00000000000001,63.99999999999996,8.881784197001254e-16,matched,True
2,2,6,0.1,0,low,4.0,5.80155881815982,0.6407693851706187,4.000000000000001,3.9999999999999982,6.66133814775094e-16,matched,True
2,2,6,0.1,0,middle,16.0,4.303564338416401,0.25425876165966904,15.999999999999993,16.00000000000001,1.1102230246251565e-15,matched,True
2,2,6,0.1,0,high,64.0,2.7153906909533956,0.06674732496328473,64.00000000000001,64.0000000000001,1.3322676295501867e-15,matched,True
3,2,8,0.1,0,low,4.0,5.896967172556703,0.6691032820862486,4.000000000000001,3.999999999999999,4.440892098500626e-16,matched,True
3,2,8,0.1,0,middle,16.0,4.369239937883986,0.258096846159078,16.000000000000004,16.000000000000043,2.4424906541753412e-15,matched,True
3,2,8,0.1,0,high,64.0,2.747439764237284,0.06423388906956705,64.0,63.99999999999997,4.440892098500627e-16,matched,True
4,2,10,0.1,0,low,4.0,5.922618244385891,0.6760831619350987,4.0,4.000000000000002,4.440892098500625e-16,matched,True
4,2,10,0.1,0,middle,16.0,4.390453078602493,0.2610451575960977,16.0,16.000000000000014,8.881784197001248e-16,matched,True
4,2,10,0.1,0,high,64.0,2.7645696379185143,0.06499797043197542,64.0,63.99999999999983,2.6645352591003792e-15,matched,True
5,2,19,0.1,0,low,4.0,6.133429880944829,0.6703622942986278,4.0,3.9999999999999982,4.440892098500627e-16,matched,True
5,2,19,0.1,0,middle,16.0,4.524967639831443,0.25320782654738494,16.0,16.000000000000004,2.220446049250313e-16,matched,True
5,2,19,0.1,0,high,64.0,2.824814266990864,0.06379928418663892,64.0,64.00000000000004,6.661338147750936e-16,matched,True
6,2,22,0.1,0,low,4.0,5.996476576586355,0.6592585212091482,4.000000000000002,3.9999999999999982,8.881784197001252e-16,matched,True
6,2,22,0.1,0,middle,16.0,4.443055078107147,0.2542237261080311,15.999999999999996,15.999999999999972,1.5543122344752207e-15,matched,True
6,2,22,0.1,0,high,64.0,2.796982951764142,0.06663457180280369,63.999999999999986,64.00000000000003,6.661338147750939e-16,matched,True
7,2,25,0.1,0,low,4.0,5.863701783829145,0.6514835575130058,4.0,4.0,0.0,matched,True
7,2,25,0.1,0,middle,16.0,4.3525670728725805,0.2565374445355971,16.000000000000004,15.999999999999968,2.220446049250315e-15,matched,True
7,2,25,0.1,0,high,64.0,2.7503558940667894,0.06816476591985354,64.0,63.99999999999994,8.881784197001256e-16,matched,True
8,2,27,0.1,0,low,4.0,5.925047190685329,0.6674783317497115,4.0,3.9999999999999982,4.440892098500627e-16,matched,True
8,2,27,0.1,0,middle,16.0,4.395569492579389,0.26186029926660703,15.999999999999993,16.000000000000004,6.66133814775094e-16,matched,True
8,2,27,0.1,0,high,64.0,2.7718728448968646,0.06715044871639973,64.0,63.99999999999996,6.661338147750941e-16,matched,True
9,2,28,0.1,0,low,4.0,5.860315715150513,0.6528799696363214,3.999999999999999,4.0,2.2204460492503136e-16,matched,True
9,2,28,0.1,0,middle,16.0,4.339562665291262,0.25191762924507266,16.0,15.99999999999995,3.108624468950443e-15,matched,True
9,2,28,0.1,0,high,64.0,2.7262391148638656,0.06405071408237373,63.99999999999997,64.0000000000001,1.998401444325281e-15,matched,True
10,2,29,0.1,0,low,4.0,6.010228903575154,0.6677244621708984,4.0000000000000036,4.0,8.881784197001248e-16,matched,True
10,2,29,0.1,0,middle,16.0,4.450368676710492,0.2625526204934441,16.0,16.000000000000004,2.220446049250313e-16,matched,True
10,2,29,0.1,0,high,64.0,2.7952405056171465,0.06506652540454555,64.00000000000001,63.99999999999994,1.110223024625157e-15,matched,True
11,2,31,0.1,0,low,4.0,5.849063644712999,0.6463058036806149,4.000000000000002,4.000000000000001,2.220446049250312e-16,matched,True
11,2,31,0.1,0,middle,16.0,4.332555416804578,0.24917346675745478,16.0,16.000000000000014,8.881784197001248e-16,matched,True
11,2,31,0.1,0,high,64.0,2.7257631527526525,0.06494740971166976,64.00000000000003,64.00000000000003,0.0,matched,True
12,2,37,0.1,0,low,4.0,5.918710275447972,0.6500793602347139,4.0,3.9999999999999964,8.881784197001256e-16,matched,True
12,2,37,0.1,0,middle,16.0,4.381000538220291,0.2522610446986214,16.000000000000004,16.000000000000014,6.661338147750936e-16,matched,True
12,2,37,0.1,0,high,64.0,2.752200040361224,0.06479965369903437,63.999999999999986,64.0,2.2204460492503136e-16,matched,True
13,2,46,0.1,0,low,4.0,5.933269807899051,0.6657810886770062,3.9999999999999982,4.000000000000001,6.66133814775094e-16,matched,True
13,2,46,0.1,0,middle,16.0,4.388763345371304,0.2542744043813147,16.000000000000007,16.000000000000004,2.220446049250312e-16,matched,True
13,2,46,0.1,0,high,64.0,2.750295114742559,0.06257247357018593,64.0,64.00000000000003,4.440892098500625e-16,matched,True
14,2,49,0.1,0,low,4.0,5.954830306473185,0.6718291328271938,3.999999999999999,4.0,2.2204460492503136e-16,matched,True
14,2,49,0.1,0,middle,16.0,4.404158789839133,0.252853185254006,15.999999999999993,16.000000000000036,2.6645352591003733e-15,matched,True
14,2,49,0.1,0,high,64.0,2.758227994097322,0.06347027236283881,64.0,64.0,0.0,matched,True
15,2,50,0.1,0,low,4.0,5.836652831507784,0.6461094933585976,3.9999999999999964,4.0,8.881784197001256e-16,matched,True
15,2,50,0.1,0,middle,16.0,4.324508146878466,0.2527105036427777,15.999999999999993,15.999999999999972,1.3322676295501894e-15,matched,True
15,2,50,0.1,0,high,64.0,2.7216399160583595,0.06397886788277396,64.0,64.0,0.0,matched,True
16,2,58,0.1,0,low,4.0,5.884074695181748,0.6566458943801845,4.000000000000001,4.000000000000003,4.440892098500624e-16,matched,True
16,2,58,0.1,0,middle,16.0,4.355555584238176,0.24753260464921056,15.999999999999986,15.999999999999996,6.661338147750943e-16,matched,True
16,2,58,0.1,0,high,64.0,2.7366428080595133,0.0647007357304914,64.0,64.0,0.0,matched,True
17,2,62,0.1,0,low,4.0,6.043096205220186,0.6843753157925043,4.000000000000001,4.000000000000002,2.220446049250312e-16,matched,True
17,2,62,0.1,0,middle,16.0,4.471074924721422,0.2592397677545657,15.999999999999993,16.0,4.440892098500627e-16,matched,True
17,2,62,0.1,0,high,64.0,2.8023594259167,0.06404834789175257,63.999999999999986,64.00000000000004,8.88178419700125e-16,matched,True
18,2,67,0.1,0,low,4.0,5.991577591310779,0.6863887488936397,3.999999999999999,3.9999999999999982,2.220446049250314e-16,matched,True
18,2,67,0.1,0,middle,16.0,4.426584713884842,0.2507061052819495,16.00000000000001,16.000000000000046,2.220446049250309e-15,matched,True
18,2,67,0.1,0,high,64.0,2.7656995487928775,0.061716363059457824,63.999999999999986,63.999999999999986,0.0,matched,True
19,2,68,0.1,0,low,4.0,5.830802160739936,0.6532715043588033,3.9999999999999982,4.0,4.440892098500627e-16,matched,True
19,2,68,0.1,0,middle,16.0,4.316292689073244,0.24426723319220342,15.99999999999999,15.999999999999996,4.440892098500628e-16,matched,True
19,2,68,0.1,0,high,64.0,2.712262330233373,0.06389926572359705,64.0,63.9999999999999,1.5543122344752203e-15,matched,True
20,2,69,0.1,0,low,4.0,5.799371840522104,0.6557415922953345,4.000000000000001,4.000000000000001,0.0,matched,True
20,2,69,0.1,0,middle,16.0,4.298603663802096,0.25123201132386463,15.999999999999996,15.999999999999993,2.220446049250314e-16,matched,True
20,2,69,0.1,0,high,64.0,2.708192868397294,0.06494438112307721,64.00000000000003,64.00000000000009,8.881784197001244e-16,matched,True
21,2,72,0.1,0,low,4.0,5.943009622332076,0.6638108933834523,4.000000000000001,3.9999999999999964,1.110223024625157e-15,matched,True
21,2,72,0.1,0,middle,16.0,4.402702805650624,0.261880599869993,15.999999999999993,16.0,4.440892098500627e-16,matched,True
21,2,72,0.1,0,high,64.0,2.7677625777464243,0.0642326868568962,64.0,63.999999999999986,2.2204460492503136e-16,matched,True
22,2,75,0.1,0,low,4.0,5.904559459783176,0.657873826245968,3.999999999999999,4.000000000000002,6.661338147750939e-16,matched,True
22,2,75,0.1,0,middle,16.0,4.3830337140037,0.26558940906467,16.000000000000007,16.00000000000008,4.662936703425645e-15,matched,True
22,2,75,0.1,0,high,64.0,2.76787215023508,0.06689434892421287,64.0,63.999999999999886,1.776356839400252e-15,matched,True
23,2,76,0.1,0,low,4.0,5.846734954152387,0.6436143893673039,3.999999999999999,4.000000000000001,4.440892098500626e-16,matched,True
23,2,76,0.1,0,middle,16.0,4.335343990215382,0.25468949551578746,15.999999999999996,15.999999999999954,2.66453525910038e-15,matched,True
23,2,76,0.1,0,high,64.0,2.732633156885943,0.06629891375366101,64.0,63.99999999999997,4.440892098500627e-16,matched,True
24,2,78,0.1,0,low,4.0,5.841555772722283,0.6628709831650159,4.0,3.999999999999999,2.2204460492503136e-16,matched,True
24,2,78,0.1,0,middle,16.0,4.33308009666385,0.2532890116341076,15.999999999999993,15.999999999999982,6.661338147750944e-16,matched,True
24,2,78,0.1,0,high,64.0,2.7333417296118157,0.06602448324972698,64.0,64.00000000000006,8.881784197001248e-16,matched,True
25,2,81,0.1,0,low,4.0,5.884360991531221,0.6396996897671823,3.9999999999999973,3.9999999999999964,2.220446049250315e-16,matched,True
25,2,81,0.1,0,middle,16.0,4.3652386311031055,0.26225690795831724,16.000000000000014,15.999999999999979,2.2204460492503135e-15,matched,True
25,2,81,0.1,0,high,64.0,2.753084202101174,0.06689366962322074,64.00000000000001,63.999999999999986,4.440892098500626e-16,matched,True
26,2,84,0.1,0,low,4.0,6.000161402649226,0.6580725256452995,4.000000000000002,4.000000000000001,2.220446049250312e-16,matched,True
26,2,84,0.1,0,middle,16.0,4.439474537496709,0.2559066622713009,15.999999999999996,16.000000000000014,1.1102230246251561e-15,matched,True
26,2,84,0.1,0,high,64.0,2.7830601151912475,0.06535556082781782,64.00000000000003,64.0,4.440892098500625e-16,matched,True
27,2,89,0.1,0,low,4.0,5.916195594513577,0.6624061617307748,4.000000000000001,3.9999999999999973,8.881784197001254e-16,matched,True
27,2,89,0.1,0,middle,16.0,4.382341106600585,0.2575502417644622,16.0,16.000000000000032,1.99840144432528e-15,matched,True
27,2,89,0.1,0,high,64.0,2.7551115557894015,0.06496900221558255,64.00000000000001,63.99999999999997,6.66133814775094e-16,matched,True
28,2,92,0.1,0,low,4.0,5.925317864784374,0.6681545612440072,4.000000000000001,3.9999999999999982,6.66133814775094e-16,matched,True
28,2,92,0.1,0,middle,16.0,4.38674209925057,0.2557486784400318,16.00000000000001,15.999999999999986,1.5543122344752194e-15,matched,True
28,2,92,0.1,0,high,64.0,2.7539655875152853,0.06432545521916286,63.999999999999986,64.00000000000001,4.440892098500626e-16,matched,True
29,2,94,0.1,0,low,4.0,6.049783639810406,0.6769963136587265,4.000000000000003,4.0,6.661338147750936e-16,matched,True
29,2,94,0.1,0,middle,16.0,4.490415002889584,0.2664780974565435,16.000000000000007,15.999999999999972,2.2204460492503147e-15,matched,True
29,2,94,0.1,0,high,64.0,2.8371095257844465,0.06938476627440726,64.00000000000001,64.00000000000006,6.661338147750936e-16,matched,True
30,2,97,0.1,0,low,4.0,5.925056544334754,0.6629366323720332,4.000000000000001,3.9999999999999982,6.66133814775094e-16,matched,True
30,2,97,0.1,0,middle,16.0,4.3949014586510105,0.26052630874182214,16.000000000000007,16.000000000000004,2.220446049250312e-16,matched,True
30,2,97,0.1,0,high,64.0,2.7704433337212038,0.06705497832281848,64.00000000000003,63.999999999999986,6.661338147750939e-16,matched,True
31,2,98,0.1,0,low,4.0,5.902043184308155,0.6620697941926383,3.9999999999999982,4.000000000000004,1.5543122344752186e-15,matched,True
31,2,98,0.1,0,middle,16.0,4.374215658324426,0.2700801827255104,16.000000000000007,16.000000000000014,4.440892098500623e-16,matched,True
31,2,98,0.1,0,high,64.0,2.7497624860395975,0.06286669880349637,64.0,64.0000000000001,1.5543122344752178e-15,matched,True
32,2,0,0.25,0,low,4.0,9.518337243981902,1.1151111967772094,4.000000000000001,4.0,2.220446049250313e-16,matched,True
32,2,0,0.25,0,middle,16.0,6.941527386774696,0.37244788790401984,16.000000000000004,16.00000000000001,4.440892098500624e-16,matched,True
32,2,0,0.25,0,high,64.0,4.2018966870133525,0.08000677009006187,63.999999999999986,64.00000000000004,8.88178419700125e-16,matched,True
33,2,3,0.25,0,low,4.0,10.100481300607193,1.1336166909164156,3.999999999999999,4.000000000000001,4.440892098500626e-16,matched,True
33,2,3,0.25,0,middle,16.0,7.315043882692743,0.3839540899188647,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
33,2,3,0.25,0,high,64.0,4.36328762499396,0.07807847222971778,64.0,64.00000000000009,1.332267629550187e-15,matched,True
34,2,6,0.25,0,low,4.0,9.668780426858696,1.1008926870562958,4.000000000000001,3.999999999999999,4.440892098500626e-16,matched,True
34,2,6,0.25,0,middle,16.0,7.048607783176192,0.3962209052077261,16.000000000000004,16.000000000000018,8.881784197001246e-16,matched,True
34,2,6,0.25,0,high,64.0,4.2496468703087675,0.07766141844403407,64.0,64.0,0.0,matched,True
35,2,8,0.25,0,low,4.0,9.997885967163088,1.1865083345007879,4.000000000000002,4.000000000000001,2.220446049250312e-16,matched,True
35,2,8,0.25,0,middle,16.0,7.217561715199004,0.3881026618809713,16.000000000000004,15.999999999999979,1.55431223447522e-15,matched,True
35,2,8,0.25,0,high,64.0,4.268049016626948,0.07339725336643332,63.999999999999986,64.00000000000003,6.661338147750939e-16,matched,True
36,2,10,0.25,0,low,4.0,9.691786671126813,1.1396635817885024,4.0,3.999999999999999,2.2204460492503136e-16,matched,True
36,2,10,0.25,0,middle,16.0,7.040662099306257,0.35658792660266436,15.999999999999993,15.999999999999986,4.440892098500629e-16,matched,True
36,2,10,0.25,0,high,64.0,4.2408500168789125,0.08123375781287501,63.99999999999997,64.00000000000003,8.881784197001252e-16,matched,True
37,2,19,0.25,0,low,4.0,10.164693512910688,1.1800702224137944,4.0,4.000000000000001,2.220446049250313e-16,matched,True
37,2,19,0.25,0,middle,16.0,7.399233358320182,0.4060971533332207,16.0,15.99999999999999,6.661338147750941e-16,matched,True
37,2,19,0.25,0,high,64.0,4.457791395830819,0.08021508653976195,64.0,64.00000000000006,8.881784197001248e-16,matched,True
38,2,22,0.25,0,low,4.0,10.140043859588728,1.2370887499384104,4.000000000000002,4.0,4.440892098500625e-16,matched,True
38,2,22,0.25,0,middle,16.0,7.311100076893759,0.37053605220305563,16.000000000000007,15.999999999999996,6.661338147750939e-16,matched,True
38,2,22,0.25,0,high,64.0,4.323817258192243,0.07561218588571217,63.99999999999997,64.0,4.440892098500627e-16,matched,True
39,2,25,0.25,0,low,4.0,9.650013020643588,1.108335197396919,4.0,4.000000000000002,4.440892098500625e-16,matched,True
39,2,25,0.25,0,middle,16.0,7.071104894399382,0.3918556669535458,16.0,15.99999999999999,6.661338147750941e-16,matched,True
39,2,25,0.25,0,high,64.0,4.321633382027914,0.0832113505360778,64.0,64.00000000000001,2.220446049250313e-16,matched,True
40,2,27,0.25,0,low,4.0,10.515983724573836,1.248122321981625,3.9999999999999982,4.0,4.440892098500627e-16,matched,True
40,2,27,0.25,0,middle,16.0,7.516432963181266,0.36648696668110103,15.999999999999996,15.999999999999996,0.0,matched,True
40,2,27,0.25,0,high,64.0,4.377254534230602,0.0739010972161962,64.00000000000003,64.0,4.440892098500625e-16,matched,True
41,2,28,0.25,0,low,4.0,9.695482375403465,1.1131697428595926,4.000000000000001,3.999999999999999,4.440892098500626e-16,matched,True
41,2,28,0.25,0,middle,16.0,7.059750946645943,0.37065564361843795,16.0,16.00000000000001,6.661338147750936e-16,matched,True
41,2,28,0.25,0,high,64.0,4.2749539092372455,0.0827871729143066,63.999999999999986,63.9999999999999,1.332267629550189e-15,matched,True
42,2,29,0.25,0,low,4.0,10.08156495624132,1.1639471856957035,4.0,3.9999999999999973,6.661338147750941e-16,matched,True
42,2,29,0.25,0,middle,16.0,7.354055056119519,0.4066523465434635,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
42,2,29,0.25,0,high,64.0,4.4403739937719315,0.08334204204568649,64.00000000000001,63.99999999999996,8.881784197001254e-16,matched,True
43,2,31,0.25,0,low,4.0,9.755847327402218,1.083242733866073,4.000000000000001,3.999999999999999,4.440892098500626e-16,matched,True
43,2,31,0.25,0,middle,16.0,7.058868347371372,0.3490113591175539,16.000000000000004,15.99999999999999,8.881784197001254e-16,matched,True
43,2,31,0.25,0,high,64.0,4.241338101249298,0.08186844271985234,63.99999999999997,63.99999999999994,4.440892098500629e-16,matched,True
44,2,37,0.25,0,low,4.0,9.82791937538328,1.1338812508961693,4.000000000000001,3.9999999999999973,8.881784197001254e-16,matched,True
44,2,37,0.25,0,middle,16.0,7.081541638442549,0.3607450433496904,15.999999999999993,16.0,4.440892098500627e-16,matched,True
44,2,37,0.25,0,high,64.0,4.183386599961479,0.07296317251669304,64.0,64.00000000000004,6.661338147750936e-16,matched,True
45,2,46,0.25,0,low,4.0,10.199421251250758,1.2477608093536272,3.999999999999999,4.000000000000001,4.440892098500626e-16,matched,True
45,2,46,0.25,0,middle,16.0,7.353945736247232,0.37396347329473567,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
45,2,46,0.25,0,high,64.0,4.340957486229038,0.0747513397837732,64.00000000000001,64.0,2.220446049250313e-16,matched,True
46,2,49,0.25,0,low,4.0,9.777957266022582,1.084486173418964,3.999999999999999,3.999999999999999,0.0,matched,True
46,2,49,0.25,0,middle,16.0,7.129108342400423,0.3816064388878413,15.999999999999996,15.999999999999968,1.7763568394002524e-15,matched,True
46,2,49,0.25,0,high,64.0,4.325885991974495,0.08339845541942204,63.999999999999986,64.0,2.2204460492503136e-16,matched,True
47,2,50,0.25,0,low,4.0,10.075458416051315,1.2048013909987731,4.0,4.000000000000001,2.220446049250313e-16,matched,True
47,2,50,0.25,0,middle,16.0,7.289309171243058,0.3825217322596971,15.999999999999996,16.0,2.2204460492503136e-16,matched,True
47,2,50,0.25,0,high,64.0,4.3326450845352955,0.07613256917295336,64.0,63.99999999999997,4.440892098500627e-16,matched,True
48,2,58,0.25,0,low,4.0,9.56623184035398,1.1064490693381783,4.0,3.999999999999999,2.2204460492503136e-16,matched,True
48,2,58,0.25,0,middle,16.0,6.95796378860598,0.3605961623929108,16.0,16.000000000000007,4.440892098500625e-16,matched,True
48,2,58,0.25,0,high,64.0,4.191907747893145,0.08061699616541024,64.0,64.0,0.0,matched,True
49,2,62,0.25,0,low,4.0,9.773618824634484,1.1738532978114327,3.999999999999999,3.9999999999999964,6.661338147750943e-16,matched,True
49,2,62,0.25,0,middle,16.0,7.167866019424198,0.41488207886615613,16.0,16.000000000000004,2.220446049250313e-16,matched,True
49,2,62,0.25,0,high,64.0,4.383693756918873,0.0848887717529444,64.00000000000006,64.00000000000004,2.220446049250311e-16,matched,True
50,2,67,0.25,0,low,4.0,9.881609189836936,1.1585537062479432,4.000000000000001,4.000000000000001,0.0,matched,True
50,2,67,0.25,0,middle,16.0,7.228932242644799,0.41564751411016854,16.00000000000001,16.0,6.661338147750936e-16,matched,True
50,2,67,0.25,0,high,64.0,4.386373276333515,0.08488155839801537,64.00000000000001,64.00000000000001,0.0,matched,True
51,2,68,0.25,0,low,4.0,9.492063336552164,1.1225766981532228,3.999999999999999,3.9999999999999964,6.661338147750943e-16,matched,True
51,2,68,0.25,0,middle,16.0,6.954200701629823,0.3942752842331161,15.999999999999996,16.00000000000003,1.99840144432528e-15,matched,True
51,2,68,0.25,0,high,64.0,4.244185936460045,0.08121839037687195,64.0,63.99999999999993,1.1102230246251571e-15,matched,True
52,2,69,0.25,0,low,4.0,10.049577052350731,1.1559240874040169,4.000000000000001,4.0,2.220446049250313e-16,matched,True
52,2,69,0.25,0,middle,16.0,7.192332528915224,0.3574346255019932,16.000000000000004,16.00000000000001,4.440892098500624e-16,matched,True
52,2,69,0.25,0,high,64.0,4.201530088000631,0.07175001257727365,63.999999999999986,63.99999999999996,4.440892098500628e-16,matched,True
53,2,72,0.25,0,low,4.0,9.904274232870318,1.225856992832488,3.9999999999999973,4.0,6.661338147750941e-16,matched,True
53,2,72,0.25,0,middle,16.0,7.1436965826090075,0.362887369301212,16.000000000000004,16.0,2.220446049250313e-16,matched,True
53,2,72,0.25,0,high,64.0,4.221668596929218,0.07342678865773199,64.0,64.00000000000004,6.661338147750936e-16,matched,True
54,2,75,0.25,0,low,4.0,9.654475294194212,1.1411602493557265,4.0,4.000000000000001,2.220446049250313e-16,matched,True
54,2,75,0.25,0,middle,16.0,7.058715350842588,0.39270000561408747,16.000000000000007,16.000000000000014,4.440892098500623e-16,matched,True
54,2,75,0.25,0,high,64.0,4.292134438787338,0.0820423501159403,64.0,64.00000000000004,6.661338147750936e-16,matched,True
55,2,76,0.25,0,low,4.0,10.135604726579531,1.164213802939278,4.0,4.000000000000001,2.220446049250313e-16,matched,True
55,2,76,0.25,0,middle,16.0,7.327658744753833,0.37998892575585685,16.000000000000004,16.00000000000005,2.886579864025402e-15,matched,True
55,2,76,0.25,0,high,64.0,4.356320176511298,0.07731804687115051,64.0,63.999999999999915,1.3322676295501888e-15,matched,True
56,2,78,0.25,0,low,4.0,9.628908620354638,1.1160602854501325,4.000000000000001,3.999999999999999,4.440892098500626e-16,matched,True
56,2,78,0.25,0,middle,16.0,7.040026524440146,0.39107490214828644,16.000000000000004,16.000000000000007,2.220446049250312e-16,matched,True
56,2,78,0.25,0,high,64.0,4.275745201686629,0.08191746535992173,64.0,64.00000000000001,2.220446049250313e-16,matched,True
57,2,81,0.25,0,low,4.0,10.627043338566732,1.3183771583719057,4.000000000000001,4.000000000000001,0.0,matched,True
57,2,81,0.25,0,middle,16.0,7.694666805447331,0.3932649151619856,16.000000000000007,15.999999999999964,2.664535259100378e-15,matched,True
57,2,81,0.25,0,high,64.0,4.57668030497522,0.08263882717237736,64.00000000000003,64.00000000000001,2.220446049250312e-16,matched,True
58,2,84,0.25,0,low,4.0,9.800122912778862,1.14253334142187,3.999999999999999,3.999999999999999,0.0,matched,True
58,2,84,0.25,0,middle,16.0,7.160222737175244,0.40349772976874143,16.0,15.999999999999982,1.1102230246251571e-15,matched,True
58,2,84,0.25,0,high,64.0,4.344531090452172,0.08100876429334858,64.00000000000003,64.0,4.440892098500625e-16,matched,True
59,2,89,0.25,0,low,4.0,10.079274721427572,1.177252822154152,3.9999999999999982,4.0,4.440892098500627e-16,matched,True
59,2,89,0.25,0,middle,16.0,7.3166810427790665,0.396107562758933,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
59,2,89,0.25,0,high,64.0,4.36713214711299,0.08002632067619908,63.999999999999986,63.99999999999994,6.661338147750943e-16,matched,True
60,2,92,0.25,0,low,4.0,9.885059017180168,1.2162622003367107,4.000000000000002,4.000000000000001,2.220446049250312e-16,matched,True
60,2,92,0.25,0,middle,16.0,7.154726887722879,0.3794191203597963,15.999999999999996,15.999999999999996,0.0,matched,True
60,2,92,0.25,0,high,64.0,4.249392731840128,0.07498345274347074,64.0,64.00000000000003,4.440892098500625e-16,matched,True
61,2,94,0.25,0,low,4.0,10.258566780014668,1.25129901920924,4.000000000000002,4.0,4.440892098500625e-16,matched,True
61,2,94,0.25,0,middle,16.0,7.420512058536225,0.3772570139091078,16.000000000000007,16.000000000000007,0.0,matched,True
61,2,94,0.25,0,high,64.0,4.406287001726797,0.07895584405313393,63.999999999999986,64.0,2.2204460492503136e-16,matched,True
62,2,97,0.25,0,low,4.0,9.8673544212716,1.0919992756200392,3.9999999999999982,4.0,4.440892098500627e-16,matched,True
62,2,97,0.25,0,middle,16.0,7.170141136514193,0.39044087416923645,15.999999999999996,16.000000000000004,4.440892098500626e-16,matched,True
62,2,97,0.25,0,high,64.0,4.315747287716871,0.08076530483726369,63.99999999999997,64.00000000000001,6.66133814775094e-16,matched,True
63,2,98,0.25,0,low,4.0,9.718716296597108,1.18896275877764,4.000000000000001,4.000000000000001,0.0,matched,True
63,2,98,0.25,0,middle,16.0,7.064249559957584,0.377691534677959,16.000000000000004,15.999999999999979,1.55431223447522e-15,matched,True
63,2,98,0.25,0,high,64.0,4.2330975966499205,0.07550427058151499,64.0,63.99999999999997,4.440892098500627e-16,matched,True
64,2,0,0.4,0,low,4.0,27.28862610670165,3.8021665650304284,3.999999999999999,4.0,2.2204460492503136e-16,matched,True
